Year,Team,YrTm,Season,CY Season Rank,CY Playoff Rank,GP,W,L,OT,P,ROW,P%,Shots/GP,GF/GP,GA/GP,PP%,PK%,Shots/GP,FOW%,TOI,GF,GA,GF60,GA60,GF%,SF,SA,SF60,SA60,SF%,FF,FA,FF60,FA60,FF%,CF,CA,CF60,CA60,CF%,Sh%,Sv%,PDO,OZFO%,DZFO%,NZFO%,GF-GA,GF/W,GF/L,GA/W,GA/L,PY Playoff RNK,2PY Playoff RNK,3PY Playoff RNK,4PYPlayoff RNK
2011,Nashville Predators,2011Nashville Predators,Regular,9,6,82,44,27,11,99,38,0.604,28.8,2.6,2.32,14.9,84.9,28.8,50.2,208.0868056,213,189,2.56,2.27,53,2361,2508,28.4,30.1,48.5,3201,3425,38.5,41.1,48.3,4279,4432,51.4,53.2,49.1,9.02,92.46,101.5,32.2,36,31.7,24,4.840909091,7.888888889,4.295454545,7,14,20,14,0
2011,Detroit Red Wings,2011Detroit Red Wings,Regular,6,5,82,47,25,10,104,43,0.634,33.6,3.13,2.89,22.6,82.3,33.6,51.9,208.5229167,257,235,3.08,2.82,52.2,2757,2511,33.1,30.1,52.3,3871,3424,46.4,41.1,53.1,5001,4341,60,52,53.5,9.32,90.64,100,34.8,32.8,32.4,22,5.468085106,10.28,5,9.4,8,2,1,0
2011,Los Angeles Kings,2011Los Angeles Kings,Regular,12,14,82,46,30,6,98,36,0.598,28.8,2.55,2.39,15.8,85.5,28.8,51.1,208.0729167,208,196,2.5,2.35,51.5,2360,2288,28.4,27.5,50.8,3441,3254,41.3,39.1,51.4,4650,4286,55.9,51.5,52,8.81,91.43,100.2,34.3,33.3,32.4,12,4.52173913,6.933333333,4.260869565,6.533333333,13,25,29,0
2011,Calgary Flames,2011Calgary Flames,Regular,17,17,82,41,29,12,94,32,0.573,30.5,2.94,2.8,18.9,81.2,30.5,48.1,209.0854167,240,228,2.87,2.73,51.3,2499,2332,29.9,27.9,51.7,3545,3251,42.4,38.9,52.2,4738,4460,56.7,53.3,51.5,9.6,90.22,99.8,34.7,30.6,34.6,12,5.853658537,8.275862069,5.56097561,7.862068966,17,11,10,0
2011,Buffalo Sabres,2011Buffalo Sabres,Regular,14,9,82,43,29,10,96,38,0.585,32.8,2.93,2.78,19.4,83,32.8,47.7,208.26875,240,228,2.88,2.74,51.3,2689,2512,32.3,30.2,51.7,3566,3520,42.8,42.3,50.3,4687,4688,56.3,56.3,50,8.93,90.92,99.8,34.6,32,33.4,12,5.581395349,8.275862069,5.302325581,7.862068966,11,17,18,0
2011,Montréal Canadiens,2011Montréal Canadiens,Regular,14,11,82,44,30,8,96,41,0.585,31.7,2.6,2.51,19.6,84.4,31.7,49,207.2236111,212,203,2.56,2.45,51.1,2599,2533,31.4,30.6,50.6,3611,3459,43.6,41.7,51.1,4846,4731,58.5,57.1,50.6,8.16,91.99,100.1,32.9,33.2,33.9,9,4.818181818,7.066666667,4.613636364,6.766666667,3,15,6,0
2011,St. Louis Blues,2011St. Louis Blues,Regular,20,20,82,38,33,11,87,34,0.53,30.2,2.88,2.78,18.3,81.7,30.2,47.3,207.8243056,235,228,2.83,2.74,50.8,2474,2275,29.8,27.4,52.1,3517,3188,42.3,38.3,52.5,4674,4287,56.2,51.6,52.2,9.5,89.98,99.5,34.4,31.4,34.2,7,6.184210526,7.121212121,6,6.909090909,17,16,26,0
2011,Arizona Coyotes,2011Arizona Coyotes,Regular,9,16,82,43,26,13,99,38,0.604,30.3,2.76,2.68,15.9,78.4,30.3,51.5,208.1263889,226,220,2.71,2.64,50.7,2485,2667,29.8,32,48.2,3517,3764,42.2,45.2,48.3,4657,4820,55.9,57.9,49.1,9.09,91.75,100.8,32.1,35.8,32.1,6,5.255813953,8.692307692,5.11627907,8.461538462,9,25,23,0
2011,Tampa Bay Lightning,2011Tampa Bay Lightning,Regular,7,3,82,46,25,11,103,40,0.628,31.8,2.94,2.85,20.5,83.8,31.8,50.4,208.8034722,238,232,2.85,2.78,50.6,2599,2348,31.1,28.1,52.5,3587,3286,42.9,39.3,52.2,4730,4533,56.6,54.3,51.1,9.16,90.12,99.3,30.2,33.6,36.2,6,5.173913043,9.52,5.043478261,9.28,24,29,29,0
2011,Carolina Hurricanes,2011Carolina Hurricanes,Regular,19,19,81,40,31,11,91,35,0.555,30.7,2.82,2.85,15.6,81.3,30.7,44.6,205.6888889,231,231,2.81,2.81,50,2487,2691,30.2,32.7,48,3516,3827,42.7,46.5,47.9,4873,5010,59.2,60.9,49.3,9.29,91.42,100.7,33.4,33,33.5,0,5.775,7.451612903,5.775,7.451612903,24,4,17,0
2011,Anaheim Ducks,2011Anaheim Ducks,Regular,9,13,82,47,30,5,99,43,0.604,28.5,2.87,2.84,23.9,81.3,28.5,47.7,207.9951389,231,233,2.78,2.8,49.8,2328,2646,28,31.8,46.8,3213,3789,38.6,45.5,45.9,4087,5037,49.1,60.5,44.8,9.92,91.19,101.1,32.6,32.6,34.8,-2,4.914893617,7.7,4.957446809,7.766666667,17,5,12,0
2011,Dallas Stars,2011Dallas Stars,Regular,16,17,82,42,29,11,95,37,0.579,27.7,2.71,2.76,18.3,80.1,27.7,50,208.3104167,221,226,2.65,2.71,49.4,2265,2500,27.2,30,47.5,3328,3482,39.9,41.8,48.9,4435,4685,53.2,56.2,48.6,9.76,90.96,100.7,33.6,34.3,32.1,-5,5.261904762,7.620689655,5.380952381,7.793103448,18,22,3,0
2011,Minnesota Wild,2011Minnesota Wild,Regular,21,21,82,39,35,8,86,36,0.524,26.2,2.48,2.78,17.8,82.8,26.2,50.7,207.7083333,202,227,2.43,2.73,47.1,2147,2624,25.8,31.6,45,3010,3634,36.2,43.7,45.3,4007,4763,48.2,57.3,45.7,9.41,91.35,100.8,30.1,36.9,33,-25,5.179487179,5.771428571,5.820512821,6.485714286,22,19,13,0
2011,Toronto Maple Leafs,2011Toronto Maple Leafs,Regular,22,22,82,37,34,11,85,32,0.518,28.8,2.6,2.99,15.9,77.5,28.8,50.4,208.1090278,213,243,2.56,2.92,46.7,2358,2536,28.3,30.5,48.2,3365,3625,40.4,43.5,48.1,4718,4948,56.7,59.4,48.8,9.03,90.42,99.5,33.5,33.4,33.1,-30,5.756756757,6.264705882,6.567567568,7.147058824,29,24,23,0
2011,New York Islanders,2011New York Islanders,Regular,27,27,82,30,39,13,73,26,0.445,29.4,2.74,3.15,16.9,83.2,29.4,50.1,208.8798611,223,257,2.67,3.08,46.5,2405,2616,28.8,31.3,47.9,3306,3712,39.6,44.4,47.1,4509,5099,54,61,46.9,9.27,90.18,99.4,31.1,35.7,33.2,-34,7.433333333,5.717948718,8.566666667,6.58974359,26,30,26,0
2011,Florida Panthers,2011Florida Panthers,Regular,28,28,82,30,40,12,72,26,0.439,30.4,2.33,2.71,13.1,84.6,30.4,51.9,208.475,189,221,2.27,2.65,46.1,2489,2608,29.8,31.3,48.8,3436,3607,41.2,43.3,48.8,4603,4732,55.2,56.7,49.3,7.59,91.53,99.1,32.3,34.6,33.2,-32,6.3,4.725,7.366666667,5.525,28,17,22,0
2011,Columbus Blue Jackets,2011Columbus Blue Jackets,Regular,23,23,82,34,35,13,81,29,0.494,30.6,2.56,3.05,13.9,80.3,30.6,51.2,208.8145833,210,250,2.51,2.99,45.7,2501,2446,29.9,29.3,50.6,3455,3309,41.4,39.6,51.1,4608,4423,55.2,53,51,8.4,89.78,98.2,34.1,32.1,33.8,-40,6.176470588,6,7.352941176,7.142857143,26,14,25,0
2011,Winnipeg Jets,2011Winnipeg Jets,Regular,25,25,82,34,36,12,80,29,0.488,31.5,2.66,3.2,18.3,77.5,31.5,48.7,208.80625,217,259,2.6,3.1,45.6,2578,2632,30.9,31.5,49.5,3528,3551,42.2,42.5,49.8,4652,4842,55.7,58,49,8.42,90.16,98.6,34.1,31.8,34.1,-42,6.382352941,6.027777778,7.617647059,7.194444444,23,27,28,0
2011,New Jersey Devils,2011New Jersey Devils,Regular,23,23,82,38,39,5,81,35,0.494,28.6,2.09,2.52,13.9,83.4,28.6,51.2,207.2375,170,205,2.05,2.47,45.3,2342,2145,28.3,25.9,52.2,3176,2880,38.3,34.7,52.4,4146,3755,50,45.3,52.5,7.26,90.44,97.7,34.2,30.9,34.9,-35,4.473684211,4.358974359,5.394736842,5.256410256,16,9,15,0
2011,Colorado Avalanche,2011Colorado Avalanche,Regular,29,29,82,30,44,8,68,24,0.415,29.2,2.7,3.5,18.5,76.1,29.2,50.6,207.8222222,221,285,2.66,3.43,43.7,2393,2604,28.8,31.3,47.9,3244,3634,39,43.7,47.2,4253,4808,51.2,57.8,46.9,9.24,89.06,98.3,32.1,34.3,33.6,-64,7.366666667,5.022727273,9.5,6.477272727,12,28,8,0
2011,Ottawa Senators,2011Ottawa Senators,Regular,26,26,82,32,40,10,74,30,0.451,29,2.32,2.99,17.1,83.7,29,50.8,207.1680556,188,245,2.27,2.96,43.4,2378,2559,28.7,30.9,48.2,3270,3511,39.5,42.4,48.2,4377,4626,52.8,55.8,48.6,7.91,90.43,98.3,33.1,32.2,34.7,-57,5.875,4.7,7.65625,6.125,15,22,16,0
2011,Edmonton Oilers,2011Edmonton Oilers,Regular,30,30,82,25,45,12,62,23,0.378,26.7,2.33,3.17,14.5,76.9,26.7,44.2,207.8159722,191,260,2.3,3.13,42.4,2184,2594,26.3,31.2,45.7,3022,3635,36.4,43.7,45.4,4172,4854,50.2,58.4,46.2,8.75,89.98,98.7,32.3,33.2,34.5,-69,7.64,4.244444444,10.4,5.777777778,30,21,19,0
2010,Washington Capitals,2010Washington Capitals,Regular,1,10,82,54,15,13,121,49,0.738,32.8,3.82,2.77,25.2,78.8,32.8,51.5,208.6277778,312,225,3.74,2.7,58.1,2689,2529,32.2,30.3,51.5,3762,3510,45.1,42.1,51.7,5192,4663,62.2,55.9,52.7,11.6,91.1,102.7,33,31.6,35.4,87,5.777777778,20.8,4.166666667,15,7,11,0,0
2010,Chicago Blackhawks,2010Chicago Blackhawks,Regular,3,1,82,52,22,8,112,43,0.683,34.1,3.2,2.48,18,85.3,34.1,52.4,208.7909722,262,201,3.14,2.41,56.6,2793,2054,33.4,24.6,57.6,3775,2795,45.2,33.5,57.5,4973,3862,59.5,46.2,56.3,9.38,90.21,99.6,36.4,29.3,34.3,61,5.038461538,11.90909091,3.865384615,9.136363636,3,19,0,0
2010,Vancouver Canucks,2010Vancouver Canucks,Regular,5,7,82,49,28,5,103,45,0.628,30.9,3.27,2.66,21.2,81.6,30.9,51.4,206.9618056,268,218,3.24,2.63,55.1,2529,2418,30.5,29.2,51.1,3556,3327,43,40.2,51.7,4660,4317,56.3,52.1,51.9,10.6,90.98,101.6,33.9,33.8,32.4,50,5.469387755,9.571428571,4.448979592,7.785714286,8,19,0,0
2010,San Jose Sharks,2010San Jose Sharks,Regular,2,4,82,51,20,11,113,44,0.689,31.7,3.13,2.55,20.7,85,31.7,55.6,208.2597222,254,209,3.05,2.51,54.9,2600,2570,31.2,30.9,50.3,3653,3570,43.9,42.9,50.6,4862,4632,58.4,55.6,51.2,9.77,91.87,101.6,32.9,34,33.1,45,4.980392157,12.7,4.098039216,10.45,13,5,0,0
2010,New Jersey Devils,2010New Jersey Devils,Regular,5,16,81,48,27,7,103,42,0.628,30,2.63,2.27,18.7,82.8,30,49.4,205.3673611,214,182,2.61,2.22,54,2421,2198,29.5,26.8,52.4,3230,2939,39.3,35.8,52.4,4160,3895,50.6,47.4,51.6,8.84,91.72,100.6,35.1,29.1,35.8,32,4.458333333,7.925925926,3.791666667,6.740740741,9,15,0,0
2010,Buffalo Sabres,2010Buffalo Sabres,Regular,10,11,82,45,27,10,100,41,0.61,31.6,2.82,2.45,17.6,86.6,31.6,48.6,207.8548611,228,201,2.74,2.42,53.1,2583,2567,31.1,30.9,50.2,3487,3536,41.9,42.5,49.7,4558,4531,54.8,54.5,50.1,8.83,92.17,101,34.3,32.1,33.6,27,5.066666667,8.444444444,4.466666667,7.444444444,17,18,0,0
2010,Los Angeles Kings,2010Los Angeles Kings,Regular,8,13,82,46,27,9,101,36,0.616,29.1,2.82,2.57,20.5,80.3,29.1,50.6,209.0340278,230,211,2.75,2.52,52.2,2387,2259,28.5,27,51.4,3402,3274,40.7,39.2,51,4390,4264,52.5,51,50.7,9.64,90.66,100.3,34.1,32.3,33.6,19,5,8.518518519,4.586956522,7.814814815,25,29,0,0
2010,Detroit Red Wings,2010Detroit Red Wings,Regular,7,8,82,44,24,14,102,38,0.622,33.4,2.72,2.52,18.9,83.9,33.4,51.1,208.9326389,223,207,2.67,2.48,51.9,2736,2411,32.7,28.8,53.2,3827,3246,45.8,38.8,54.1,5012,4160,60,49.8,54.6,8.15,91.41,99.6,36.8,30.9,32.3,16,5.068181818,9.291666667,4.704545455,8.625,2,1,0,0
2010,Pittsburgh Penguins,2010Pittsburgh Penguins,Regular,8,6,82,47,28,7,101,39,0.616,32.8,3.04,2.87,16.9,84.1,32.8,49.3,208.2472222,249,234,2.99,2.81,51.6,2689,2346,32.3,28.2,53.4,3743,3335,44.9,40,52.9,4930,4517,59.2,54.2,52.2,9.26,90.03,99.3,34.4,30.5,35.1,15,5.29787234,8.892857143,4.978723404,8.357142857,1,2,0,0
2010,Arizona Coyotes,2010Arizona Coyotes,Regular,4,9,81,50,25,7,107,36,0.652,30.5,2.57,2.39,14.6,84.5,30.5,50,207.0305556,204,195,2.46,2.35,51.1,2469,2386,29.8,28.8,50.9,3452,3383,41.7,40.9,50.5,4522,4341,54.6,52.4,51,8.26,91.83,100.1,34.1,32.8,33.1,9,4.08,8.16,3.9,7.8,25,23,0,0
2010,Philadelphia Flyers,2010Philadelphia Flyers,Regular,18,2,82,41,35,6,88,37,0.537,31.6,2.83,2.71,21.8,83,31.6,50.1,206.90625,230,221,2.78,2.67,51,2586,2346,31.2,28.3,52.4,3586,3269,43.3,39.5,52.3,4785,4520,57.8,54.6,51.4,8.89,90.58,99.5,32.8,32.6,34.6,9,5.609756098,6.571428571,5.390243902,6.314285714,12,4,0,0
2010,Colorado Avalanche,2010Colorado Avalanche,Regular,12,12,82,43,30,9,95,36,0.579,27.9,2.89,2.78,18.1,80.2,27.9,47.7,208.1361111,236,228,2.83,2.74,50.9,2287,2628,27.5,31.6,46.5,3052,3618,36.7,43.5,45.8,3993,4844,48,58.2,45.2,10.32,91.32,101.6,31.6,33.3,35.1,8,5.488372093,7.866666667,5.302325581,7.6,28,8,0,0
2010,Boston Bruins,2010Boston Bruins,Regular,14,5,82,39,30,13,91,29,0.555,31.7,2.39,2.33,16.6,86.4,31.7,52.6,209.56875,196,191,2.34,2.28,50.6,2594,2444,30.9,29.2,51.5,3525,3237,42.1,38.6,52.1,4677,4209,55.8,50.2,52.6,7.56,92.18,99.7,33.7,32.9,33.5,5,5.025641026,6.533333333,4.897435897,6.366666667,6,9,0,0
2010,New York Rangers,2010New York Rangers,Regular,21,21,82,38,33,11,87,35,0.53,29.6,2.67,2.61,18.3,84.3,29.6,49.2,207.3354167,217,214,2.62,2.58,50.3,2422,2448,29.2,29.5,49.7,3398,3441,41,41.5,49.7,4522,4616,54.5,55.7,49.5,8.96,91.26,100.2,33,33,33.9,3,5.710526316,6.575757576,5.631578947,6.484848485,10,7,0,0
2010,St. Louis Blues,2010St. Louis Blues,Regular,15,17,82,40,32,10,90,33,0.549,29.8,2.66,2.66,16.9,86.8,29.8,48.8,208.4145833,217,217,2.6,2.6,50,2444,2473,29.3,29.7,49.7,3433,3461,41.2,41.5,49.8,4530,4516,54.3,54.2,50.1,8.88,91.23,100.1,33.3,34.9,31.9,0,5.425,6.78125,5.425,6.78125,16,26,0,0
2010,Calgary Flames,2010Calgary Flames,Regular,15,17,82,40,32,10,90,37,0.549,28.7,2.45,2.48,16,82.3,28.7,48,207.4923611,201,203,2.42,2.45,49.8,2350,2370,28.3,28.6,49.8,3355,3335,40.4,40.2,50.1,4571,4397,55.1,53,51,8.55,91.43,100,33.8,32.3,33.9,-2,5.025,6.28125,5.075,6.34375,11,10,0,0
2010,Nashville Predators,2010Nashville Predators,Regular,10,14,82,47,29,6,100,39,0.61,30.6,2.65,2.7,16.4,77.1,30.6,49.2,207.9243056,217,221,2.61,2.66,49.5,2508,2395,30.2,28.8,51.2,3522,3258,42.3,39.2,51.9,4615,4264,55.5,51.3,52,8.65,90.77,99.4,32,34.8,33.3,-4,4.617021277,7.482758621,4.70212766,7.620689655,20,14,0,0
2010,Montréal Canadiens,2010Montréal Canadiens,Regular,18,3,82,39,33,10,88,32,0.537,28.6,2.56,2.66,21.8,83,28.6,49.7,208.8666667,210,216,2.51,2.59,49.3,2345,2630,28.1,31.5,47.1,3301,3655,39.5,43.7,47.5,4486,4997,53.7,59.8,47.3,8.96,91.79,100.7,31,34.6,34.4,-6,5.384615385,6.363636364,5.538461538,6.545454545,15,6,0,0
2010,Anaheim Ducks,2010Anaheim Ducks,Regular,17,17,82,39,32,11,89,34,0.543,30.1,2.84,2.96,21,79.3,30.1,48.1,207.9770833,233,242,2.8,2.91,49.1,2470,2735,29.7,32.9,47.5,3419,3823,41.1,46,47.2,4359,4763,52.4,57.3,47.8,9.43,91.15,100.6,32.7,33,34.3,-9,5.974358974,7.28125,6.205128205,7.5625,5,12,0,0
2010,Ottawa Senators,2010Ottawa Senators,Regular,13,15,82,44,32,6,94,39,0.573,29.7,2.68,2.84,16.9,84.3,29.7,49.3,207.7694444,219,231,2.64,2.78,48.7,2437,2337,29.3,28.1,51,3346,3218,40.3,38.7,51,4482,4411,53.9,53.1,50.4,8.99,90.12,99.1,34.7,31.5,33.8,-12,4.977272727,6.84375,5.25,7.21875,22,16,0,0
2010,Dallas Stars,2010Dallas Stars,Regular,18,18,82,37,31,14,88,30,0.537,30.8,2.8,2.98,18.6,77.4,30.8,48.1,206.4638889,226,241,2.74,2.92,48.4,2494,2538,30.2,30.7,49.6,3470,3588,42,43.4,49.2,4541,4728,55,57.2,49,9.06,90.5,99.6,34.5,31.9,33.6,-15,6.108108108,7.290322581,6.513513514,7.774193548,22,3,0,0
2010,Winnipeg Jets,2010Winnipeg Jets,Regular,23,23,82,35,34,13,83,31,0.506,29.4,2.8,3.05,16.1,82.2,29.4,50.8,207.8125,230,249,2.77,3,48,2408,2714,29,32.6,47,3249,3599,39.1,43.3,47.4,4347,4667,52.3,56.1,48.2,9.55,90.83,100.4,30.3,36.8,32.9,-19,6.571428571,6.764705882,7.114285714,7.323529412,27,28,0,0
2010,Carolina Hurricanes,2010Carolina Hurricanes,Regular,24,24,82,35,37,10,80,31,0.488,29.3,2.76,3.06,16.6,80.6,29.3,48.1,207.9256944,226,251,2.72,3.02,47.4,2398,2572,28.8,30.9,48.2,3409,3663,41,44,48.2,4624,4837,55.6,58.2,48.9,9.42,90.24,99.7,32.6,32.8,34.5,-25,6.457142857,6.108108108,7.171428571,6.783783784,4,17,0,0
2010,Minnesota Wild,2010Minnesota Wild,Regular,22,22,82,38,36,8,84,33,0.512,27.6,2.61,2.91,19.1,82.7,27.6,52.2,208.0527778,214,239,2.57,2.87,47.2,2265,2415,27.2,29,48.4,3192,3333,38.4,40,48.9,4204,4429,50.5,53.2,48.7,9.45,90.1,99.6,31.5,36,32.6,-25,5.631578947,5.944444444,6.289473684,6.638888889,19,13,0,0
2010,Florida Panthers,2010Florida Panthers,Regular,28,28,82,32,37,13,77,26,0.47,28.4,2.46,2.85,13.9,79.4,28.4,49.9,208.5881944,201,233,2.41,2.79,46.3,2329,2800,27.9,33.6,45.4,3226,3825,38.7,45.8,45.8,4250,5228,50.9,62.7,44.8,8.63,91.68,100.3,30.8,36.1,33,-32,6.28125,5.432432432,7.28125,6.297297297,17,22,0,0
2010,Columbus Blue Jackets,2010Columbus Blue Jackets,Regular,26,26,82,32,35,15,79,30,0.482,28.5,2.61,3.04,17.5,81.7,28.5,51,208.1652778,213,248,2.56,2.98,46.2,2335,2512,28,30.2,48.2,3090,3442,37.1,41.3,47.3,4050,4471,48.6,53.7,47.5,9.12,90.13,99.2,31.3,35.1,33.6,-35,6.65625,6.085714286,7.75,7.085714286,14,25,0,0
2010,Tampa Bay Lightning,2010Tampa Bay Lightning,Regular,24,24,81,34,36,12,80,30,0.488,28.9,2.6,3.09,19.3,80,28.9,51.5,205.7930556,208,249,2.53,3.02,45.5,2347,2536,28.5,30.8,48.1,3231,3469,39.3,42.1,48.2,4199,4564,51,55.4,47.9,8.86,90.18,99,30.8,33.5,35.7,-41,6.117647059,5.777777778,7.323529412,6.916666667,29,29,0,0
2010,New York Islanders,2010New York Islanders,Regular,26,26,82,34,37,11,79,26,0.482,30.4,2.61,3.15,16,76.3,30.4,48.2,206.3868056,211,253,2.56,3.06,45.5,2470,2588,29.9,31.3,48.8,3410,3591,41.3,43.5,48.7,4582,4960,55.5,60.1,48,8.54,90.22,98.8,32.5,35.8,31.7,-42,6.205882353,5.702702703,7.441176471,6.837837838,30,26,0,0
2010,Toronto Maple Leafs,2010Toronto Maple Leafs,Regular,29,29,82,30,38,14,74,26,0.451,32.6,2.56,3.21,13.7,74.7,32.6,50.8,208.4388889,210,262,2.52,3.14,44.5,2670,2440,32,29.3,52.3,3785,3479,45.4,41.7,52.1,5168,4697,62,56.3,52.4,7.87,89.26,97.1,34.9,29.7,35.4,-52,7,5.526315789,8.733333333,6.894736842,24,23,0,0
2010,Edmonton Oilers,2010Edmonton Oilers,Regular,30,30,81,27,47,8,62,19,0.378,28.3,2.51,3.39,16.9,78,28.3,46.4,205.7125,205,272,2.49,3.31,43,2286,2682,27.8,32.6,46,3166,3833,38.5,46.6,45.2,4185,5129,50.9,62.3,44.9,8.97,89.86,98.8,31.1,35.7,33.2,-67,7.592592593,4.361702128,10.07407407,5.787234043,21,19,0,0
2009,Boston Bruins,2009Boston Bruins,Regular,2,6,82,53,19,10,116,49,0.707,30.3,3.29,2.32,23.6,82.3,30.3,51,207.7604167,270,190,3.25,2.29,58.7,2481,2523,29.9,30.4,49.6,3397,3361,40.9,40.4,50.3,4458,4433,53.6,53.3,50.1,10.88,92.47,103.4,32.3,33.2,34.6,80,5.094339623,14.21052632,3.58490566,10,9,0,0,0
2009,San Jose Sharks,2009San Jose Sharks,Regular,1,13,82,53,18,11,117,47,0.713,33.2,3.06,2.43,24.2,83.3,33.2,53.8,208.2243056,251,198,3.01,2.38,55.9,2719,2226,32.6,26.7,55,3728,3042,44.8,36.5,55.1,4888,4010,58.7,48.1,54.9,9.23,91.11,100.3,35.5,29.9,34.6,53,4.735849057,13.94444444,3.735849057,11,5,0,0,0
2009,Chicago Blackhawks,2009Chicago Blackhawks,Regular,6,3,82,46,24,12,104,42,0.634,32.7,3.17,2.55,19.3,80.6,32.7,48.1,208.0736111,259,209,3.11,2.51,55.3,2679,2341,32.2,28.1,53.4,3542,3046,42.6,36.6,53.8,4531,3890,54.4,46.7,53.8,9.67,91.07,100.7,35.3,29.7,35,50,5.630434783,10.79166667,4.543478261,8.708333333,19,0,0,0
2009,Detroit Red Wings,2009Detroit Red Wings,Regular,3,2,81,51,21,10,112,45,0.683,36.2,3.52,2.93,25.5,78.3,36.2,55.1,205.3222222,285,235,3.47,2.86,54.8,2926,2240,35.6,27.3,56.6,3975,3023,48.4,36.8,56.8,5096,3752,62,45.7,57.6,9.74,89.51,99.2,35.6,30.6,33.8,50,5.588235294,13.57142857,4.607843137,11.19047619,1,0,0,0
2009,Vancouver Canucks,2009Vancouver Canucks,Regular,7,8,81,45,27,10,100,42,0.61,28.5,2.96,2.6,19,81.4,28.5,51.9,205.2805556,241,207,2.94,2.52,53.8,2294,2356,27.9,28.7,49.3,3229,3299,39.3,40.2,49.5,4269,4284,52,52.2,49.9,10.51,91.21,101.7,32.8,34.4,32.8,34,5.355555556,8.925925926,4.6,7.666666667,19,0,0,0
2009,New Jersey Devils,2009New Jersey Devils,Regular,5,9,82,51,27,4,106,45,0.646,32.9,2.9,2.52,18.9,79.9,32.9,51.3,207.9520833,237,205,2.85,2.46,53.6,2697,2412,32.4,29,52.8,3625,3201,43.6,38.5,53.1,4689,4171,56.4,50.1,52.9,8.79,91.5,100.3,34.2,32.8,33,32,4.647058824,8.777777778,4.019607843,7.592592593,15,0,0,0
2009,Washington Capitals,2009Washington Capitals,Regular,4,7,82,50,24,8,108,46,0.659,33.5,3.27,2.93,24.9,80.6,33.5,51.7,207.6888889,267,239,3.21,2.88,52.8,2743,2415,33,29.1,53.2,3800,3325,45.7,40,53.3,5138,4436,61.8,53.4,53.7,9.73,90.1,99.8,34.3,31.6,34.2,28,5.34,11.125,4.78,9.958333333,11,0,0,0
2009,Philadelphia Flyers,2009Philadelphia Flyers,Regular,8,12,82,44,27,11,99,40,0.604,29.8,3.17,2.83,22.5,83,29.8,48.3,208.425,257,231,3.08,2.77,52.7,2437,2663,29.2,31.9,47.8,3357,3702,40.3,44.4,47.6,4500,4945,54,59.3,47.6,10.55,91.33,101.9,29.9,35.7,34.3,26,5.840909091,9.518518519,5.25,8.555555556,4,0,0,0
2009,Pittsburgh Penguins,2009Pittsburgh Penguins,Regular,8,1,82,45,28,9,99,39,0.604,29,3.15,2.84,17.2,82.7,29,49.1,208.7055556,258,233,3.09,2.79,52.5,2379,2483,28.5,29.7,48.9,3301,3439,39.5,41.2,49,4373,4719,52.4,56.5,48.1,10.84,90.62,101.5,33.5,32.4,34.2,25,5.733333333,9.214285714,5.177777778,8.321428571,2,0,0,0
2009,Minnesota Wild,2009Minnesota Wild,Regular,19,19,82,40,33,9,89,35,0.543,27.5,2.61,2.4,20.1,87.6,27.5,48.5,207.6395833,214,197,2.58,2.37,52.1,2255,2517,27.2,30.3,47.3,3162,3466,38.1,41.7,47.7,4143,4499,49.9,54.2,47.9,9.49,92.17,101.7,30.4,37.1,32.5,17,5.35,6.484848485,4.925,5.96969697,13,0,0,0
2009,Carolina Hurricanes,2009Carolina Hurricanes,Regular,11,4,82,45,30,7,97,42,0.591,32.6,2.88,2.7,18.4,80.4,32.6,51.3,207.4861111,234,218,2.82,2.63,51.8,2670,2408,32.2,29,52.6,3752,3429,45.2,41.3,52.2,5021,4622,60.5,55.7,52.1,8.76,90.95,99.7,35.3,31.2,33.5,16,5.2,7.8,4.844444444,7.266666667,17,0,0,0
2009,Buffalo Sabres,2009Buffalo Sabres,Regular,17,17,82,41,32,9,91,33,0.555,30.5,2.95,2.79,20.7,81.8,30.5,47.4,208.1215278,241,228,2.89,2.74,51.4,2504,2570,30.1,30.9,49.3,3376,3520,40.6,42.3,49,4419,4602,53.1,55.3,49,9.62,91.13,100.8,32.5,33.1,34.4,13,5.87804878,7.53125,5.56097561,7.125,18,0,0,0
2009,Calgary Flames,2009Calgary Flames,Regular,10,11,81,46,30,6,98,43,0.598,32.2,3.06,3,17,83.4,32.2,51.3,204.1430556,248,241,3.04,2.95,50.7,2611,2401,32,29.4,52.1,3651,3327,44.7,40.7,52.3,4829,4105,59.1,50.3,54.1,9.5,89.96,99.5,36.2,30.2,33.7,7,5.391304348,8.266666667,5.239130435,8.033333333,10,0,0,0
2009,Florida Panthers,2009Florida Panthers,Regular,13,17,82,41,30,11,93,38,0.567,29.4,2.82,2.72,15.9,82.6,29.4,47.9,208.2076389,228,223,2.74,2.68,50.6,2408,2844,28.9,34.1,45.8,3317,3883,39.8,46.6,46.1,4394,4988,52.8,59.9,46.8,9.47,92.16,101.6,31.5,35.5,33,5,5.56097561,7.6,5.43902439,7.433333333,22,0,0,0
